machine_id,site_session_id,domain_id.x,ref_domain_name,pages_viewed,duration,event_date.x,event_time.x,tran_flg,domain_name.x,prod_category_id,prod_name,domain_id.y,prod_qty,prod_totprice,basket_tot,event_date.y,event_time.y,domain_name.y
100278414,69947233472,2.43719E+18,NA,7,8,20140717,15:45:37,1,groupon.com,59,Five 60-minute dance lessons - Casa Salsa,2.44E+18,1,25,25,20140717,15:50:45,groupon.com
100284095,48599864634,4.04667E+18,NA,23,18,20141116,0:02:58,1,amazon.com,17,"Alexander Taron Rocking Horse Brown and White Pinto with Sounds 24""H x 12""W x 29""D  UnbeatableSale, Inc",4.05E+18,1,64.05,78.14,20141116,0:10:28,amazon.com
100288922,39004804445,4.04667E+18,NA,13,10,20141221,18:20:33,1,amazon.com,16,Pearl Drops Smokers Stain Removing Whitening Gel 50 Ml Toothpaste  DirectKart,4.05E+18,1,1.99,1.43,20141221,18:28:01,amazon.com
100288922,42807989580,7.57999E+18,google.com,35,35,20141204,0:36:48,1,fingerhut.com,99,WEED EATER 2-CYCLE GAS LEAF BLOWER Item No. NF309,7.58E+18,1,154.99,174.98,20141204,1:06:42,fingerhut.com
100288922,54963868990,4.04667E+18,NA,44,43,20141120,3:48:14,1,amazon.com,16,Lexmark 15M0120 #20 Color Ink Cartridge  Valerie Mckenzie,4.05E+18,1,1.49,0,20141120,4:23:41,amazon.com
100288922,54963868990,4.04667E+18,NA,44,43,20141120,3:48:14,1,amazon.com,30,Axiom Remanufactured Lexmark 17G0050 #50 Black Cartridge For Lexmark Z Series Z12 Z705 Z715 Z22 Z32  Axiom Inc.,4.05E+18,1,8.99,0,20141120,4:29:54,amazon.com
100288922,54963868990,4.04667E+18,NA,44,43,20141120,3:48:14,1,amazon.com,9,"Shimano CS-HG20 7-Speed Cassette, 12-28T  USBIKEBARGAINS",4.05E+18,1,13.45,0,20141120,4:03:02,amazon.com
100288922,55639414047,1.05842E+19,NA,51,30,20141020,0:42:04,1,ebay.com,30,(2-PACK) Black / Color Ink Cartridge Set for Lexmark Z700 Z705 Inkjet Printer,1.06E+19,1,9.95,12.94,20141020,0:58:26,ebay.com
100288922,55639414047,1.05842E+19,NA,51,30,20141020,0:42:04,1,ebay.com,30,(2-PACK) Black / Color Ink Cartridge Set for Lexmark Z710 Z715 Inkjet Printer,1.06E+19,1,9.95,12.94,20141020,0:55:24,ebay.com
100288922,81468986517,1.2224E+19,yahoo.com,16,26,20140604,17:22:53,1,norton.com,29,Norton 360,1.22E+19,1,49.99,49.99,20140604,17:47:02,norton.com
100358691,56790816035,4.04667E+18,images-amazon.com,3,3,20141024,22:45:54,1,amazon.com,3,I'm Not The Only One Digital Music,4.05E+18,1,1.29,1.29,20141024,22:49:11,amazon.com
100358691,59094275355,4.04667E+18,NA,6,7,20141016,21:57:28,1,amazon.com,30,Digital Music Digital Music,4.05E+18,1,1.29,1.29,20141016,22:03:42,amazon.com
100358691,79249741077,4.04667E+18,NA,6,6,20141010,4:36:51,1,amazon.com,30,Digital Music Digital Music,4.05E+18,1,1.29,1.29,20141010,4:41:00,amazon.com
100358691,79254459669,4.04667E+18,NA,44,66,20141010,1:50:59,1,amazon.com,55,Cowboys and Angels Digital Music,4.05E+18,1,0,0,20141010,2:23:49,amazon.com
100358691,79254459669,4.04667E+18,NA,44,66,20141010,1:50:59,1,amazon.com,2,Just a Kiss Digital Music,4.05E+18,1,1.29,1.29,20141010,2:38:04,amazon.com
100600752,60959495421,1.41018E+19,ask.com,37,39,20140916,20:44:52,1,ticketmaster.com,42,Marco Antonio Solis!,1.41E+19,3,314,314,20140916,21:21:18,ticketmaster.com
100739006,56362144984,1.29162E+19,NA,45,51,20140810,1:39:38,1,vistaprint.com,40,Premium Business Cards,1.29E+19,500,25,31.99,20140810,2:30:20,vistaprint.com
100745502,49807496526,1.41018E+19,bmoharrisbradleycenter.com,9,16,20141206,1:39:44,1,ticketmaster.com,42,Harlem Globetrotters!,1.41E+19,3,183.45,183.45,20141206,1:54:20,ticketmaster.com
100745502,54666073427,9.35176E+18,google.com,7,13,20141211,20:45:10,1,enterprise.com,45,"Intermediate(Toyota Corolla, Ford Focus or similar)",9.35E+18,1,NA,75.35,20141211,20:55:36,enterprise.com
100745502,57472062774,1.05842E+19,NA,50,81,20141112,2:21:34,1,ebay.com,34,NEW Canon Photo Paper Pro Platinum 8.5 x 11 Inches 20 Sheets (2768B022),1.06E+19,1,13.58,61.97,20141112,2:43:56,ebay.com
100745502,57472062774,1.05842E+19,NA,50,81,20141112,2:21:34,1,ebay.com,16,NEW Ontel Products DRMH-MC6 Dry Max Dryer Lint Removal Kit,1.06E+19,1,28.57,61.97,20141112,2:43:56,ebay.com
100745502,57472062774,1.05842E+19,NA,50,81,20141112,2:21:34,1,ebay.com,34,"Canon Photo Paper Plus Glossy II, 8.5 x 11 Inches, 20 Sheets (2311B001) New",1.06E+19,2,19.82,61.97,20141112,2:43:56,ebay.com
100745502,59864388900,1.44291E+19,NA,18,21,20141025,1:01:03,1,walgreens.com,99,4x6 Print(s),1.44E+19,100,20,16.2,20141025,1:21:40,walgreens.com
100745502,61438039305,4.04667E+18,NA,9,7,20140928,16:47:36,1,amazon.com,23,Gerber Girls' 3 Pack Assorted Zipper Front Sleep N' Play - Pink (6-9 Months)  Rus_Products,4.05E+18,1,25,25,20140928,16:52:38,amazon.com
100745502,65505465596,4.04667E+18,NA,30,47,20140915,1:46:51,1,amazon.com,30,Gillette Sensor Blade Refill Cartridges 10-Count  KG E-Sales,4.05E+18,1,15.49,42.39,20140915,2:33:12,amazon.com
100745502,65505465596,4.04667E+18,NA,30,47,20140915,1:46:51,1,amazon.com,40,Lineco Infinity Archival Clear Photo Corners pack of 500  Hyatt's All Things Creative,4.05E+18,1,8.4,42.39,20140915,2:33:12,amazon.com
100745502,65505465596,4.04667E+18,NA,30,47,20140915,1:46:51,1,amazon.com,20,"Battery Operated Candles - 6 Unscented Small Flameless Candles, 70+ Hours of Lighting (For Each Individual Candle), 6 Extra Batteries Included, LED Candles, Flameless Candle Set, Votive Candles, Decorations, Wedding Favors, Souvenirs, Centerpieces, W  Festival Delights",4.05E+18,1,11.99,42.39,20140915,2:33:12,amazon.com
100745502,65505465596,4.04667E+18,NA,30,47,20140915,1:46:51,1,amazon.com,21,"Fa La La 12"" x 12"" Page Kit // Making Memories  Patti Chic",4.05E+18,1,8.95,42.39,20140915,2:33:12,amazon.com
100745502,67707475139,4.04667E+18,NA,39,53,20140720,1:28:48,1,amazon.com,9,"iGaging Digital Protractor with 7"" and 4"" Stainless Steel Bladed  Anytime Tools",4.05E+18,1,16.95,14.18,20140720,2:22:01,amazon.com
100745502,67707475139,4.04667E+18,NA,39,53,20140720,1:28:48,1,amazon.com,30,Canon CLI-221 Ink Tank -Yellow  Amazon.com LLC,4.05E+18,1,9.99,28.73,20140720,1:52:13,amazon.com
100745502,67707475139,4.04667E+18,NA,39,53,20140720,1:28:48,1,amazon.com,30,Canon Cyan CLI-221 Ink Tank  Amazon.com LLC,4.05E+18,1,9.99,28.73,20140720,1:52:13,amazon.com
100745502,67707475139,4.04667E+18,NA,39,53,20140720,1:28:48,1,amazon.com,30,Canon CLI-221 Ink Tank-Magenta  Amazon.com LLC,4.05E+18,1,9.99,28.73,20140720,1:52:13,amazon.com
100745502,68045640924,4.04667E+18,NA,8,3,20140814,2:50:44,1,amazon.com,28,Logitech Wireless Mouse M185 - Swift Gray (910-000000)  High End Tech,4.05E+18,1,15.69,15.69,20140814,2:53:28,amazon.com
100745502,68688155917,4.04667E+18,NA,13,7,20141002,23:46:08,1,amazon.com,40,"Canon Photo Paper Pro Platinum, 8.5 x 11 Inches, 20 Sheets (2768B022)  Amazon.com LLC",4.05E+18,1,9.8,81.76,20141002,23:50:55,amazon.com
100745502,68688155917,4.04667E+18,NA,13,7,20141002,23:46:08,1,amazon.com,28,Sony 32 GB Memory Stick PRO-HG HX Duo Flash Memory Card MSHX32G (Black)  CalvinNHobbs,4.05E+18,1,57.99,81.76,20141002,23:50:55,amazon.com
100745502,68688155917,4.04667E+18,NA,13,7,20141002,23:46:08,1,amazon.com,40,"Avery Easy Peel Address Labels, Inkjet Printers, White, 1 x 2.5/8 Inch, Box of 750 labels (25 Sheets / 30 per Sheet) (08160)  Amazon.com LLC",4.05E+18,1,8.07,81.76,20141002,23:50:55,amazon.com
100745502,68958688539,1.44291E+19,NA,24,15,20141016,19:59:24,1,walgreens.com,99,"11x14 Poster(s), Satin",1.44E+19,1,10.99,14.25,20141016,20:14:06,walgreens.com
100745502,69384148269,4.04667E+18,NA,6,2,20141103,4:54:50,1,amazon.com,14,Dreambaby Extra Wide Car Window Shade - Tiger  stores123,4.05E+18,1,18.98,18.98,20141103,4:55:47,amazon.com
100745502,70069130458,4.04667E+18,NA,54,68,20140812,0:14:18,1,amazon.com,23,"Scor-Tape-1""X27 Yards  Court House Supplies",4.05E+18,1,12.15,65.4,20140812,1:22:11,amazon.com
100745502,70069130458,4.04667E+18,NA,54,68,20140812,0:14:18,1,amazon.com,30,HP 85A Original Toner Cartridge  Amazon.com LLC,4.05E+18,1,54.21,65.4,20140812,1:22:11,amazon.com
100745502,70069916890,1.05842E+19,NA,54,47,20140812,0:25:55,1,ebay.com,8,Logan F100-2 Pro Framing Miter Saw,1.06E+19,1,169.99,184.99,20140812,1:02:43,ebay.com
100745502,77606294695,4.04667E+18,NA,17,21,20140622,19:19:18,1,amazon.com,40,"Scotch Preservation Double-Coated Tape 889, 3/4-inch x 36 Yards, Roll  Amazon.com LLC",4.05E+18,1,18.85,92.09,20140622,19:39:45,amazon.com
100745502,77606294695,4.04667E+18,NA,17,21,20140622,19:19:18,1,amazon.com,55,1 Roll - ATG 7502 ATG Tape 1/2 in x 36 yds ACID FREE  All Tape Products,4.05E+18,1,4.5,92.09,20140622,19:39:45,amazon.com
100745502,77606294695,4.04667E+18,NA,17,21,20140622,19:19:18,1,amazon.com,23,"Scor-Tape-1""X27 Yards  Court House Supplies",4.05E+18,1,11.69,92.09,20140622,19:39:45,amazon.com
100745502,77606294695,4.04667E+18,NA,17,21,20140622,19:19:18,1,amazon.com,40,"Scotch ATG 700 Adhesive Applicator, 1/2 in and 3/4 in wide rolls  Amazon.com LLC",4.05E+18,1,41.92,92.09,20140622,19:39:45,amazon.com
100745502,77606294695,4.04667E+18,NA,17,21,20140622,19:19:18,1,amazon.com,99,"Scor-Pal Scor-Tape, 1.5-Inch by 27-Yard  Buy USA",4.05E+18,1,15.1,92.09,20140622,19:39:45,amazon.com
100745502,98676380794,4.04667E+18,NA,18,11,20140508,16:04:39,1,amazon.com,27,Flip Video Power Adapter  SUPER CLOSEOUT,4.05E+18,1,9,26.74,20140508,16:14:11,amazon.com
100745502,98676380794,4.04667E+18,NA,18,11,20140508,16:04:39,1,amazon.com,23,Flip Video Battery Pack for Select Flip UltraHD Video Cameras  PerfectDeal Outlet,4.05E+18,1,6.79,26.74,20140508,16:14:11,amazon.com
100745502,98676380794,4.04667E+18,NA,18,11,20140508,16:04:39,1,amazon.com,8,Designers Edge E-103 Cord Storage Wheel  Amazon.com LLC,4.05E+18,1,10.42,26.74,20140508,16:14:11,amazon.com
100783195,48075052364,1.03266E+19,NA,18,39,20141204,21:50:17,1,aa.com,43,"Travel Time : 2 h 30 m Cabin Class : Economy Seat : 7C , 7B Flight American Airlines",1.03E+19,1,NA,1912.4,20141204,22:28:26,aa.com
100783195,48075052364,1.03266E+19,NA,18,39,20141204,21:50:17,1,aa.com,43,"Travel Time : 2 h 55 m Cabin Class : Economy Seat : 7D , 7E Flight American Airlines",1.03E+19,1,NA,1912.4,20141204,22:28:26,aa.com
100783195,60234077443,1.03266E+19,NA,23,16,20140922,20:20:03,1,aa.com,43,Travel Time : 2 h 50 m Cabin Class : Economy Seat : 8C Flight American Airlines,1.03E+19,1,NA,952.2,20140922,20:35:05,aa.com
100783195,60234077443,1.03266E+19,NA,23,16,20140922,20:20:03,1,aa.com,43,On time Scheduled Time: 08:05 AM Estimated Time: 08:05 AM Actual Time: Terminal : T3  Gate : K3   Travel Time : 2 h 30 m Cabin Class : Economy Seat : 10D Flight American Airlines,1.03E+19,1,NA,952.2,20140922,20:35:05,aa.com
100783195,68602500288,1.20723E+19,NA,8,7,20140717,19:13:47,1,stubhub.com,42,"Drake vs Lil Wayne Tickets Section:Pavilion I 103Seats:Row B-VIP | Seats:  Guaranteed together    Total order cost:$1,112.50 (includes delivery and service fee) $1,112.50 (approx.)Seller comments:   Access to exclusive VIP Club  |   Actual 2nd row of section  |   Parking pass",1.21E+19,2,1050,1112.5,20140717,19:19:53,stubhub.com
100783195,91106251898,1.18E+19,google.com,13,27,20140508,20:02:38,1,proflowers.com,57,Deluxe 100 Blooms for Mom,1.18E+19,1,29.98,54.9,20140508,20:29:36,proflowers.com
100783195,91113329786,3.9529E+18,NA,11,15,20140508,18:36:13,1,ftd.com,57,The Precious Heart&trade Bouquet by FTD - VASE INCLUDED thank you for being such a amazing mother to our children. I thank GOD for bringing you into our lifes. love Tony,3.95E+18,1,54.99,82.24,20140508,18:50:59,ftd.com
100783195,93931115615,1.03266E+19,NA,19,9,20140411,17:00:46,1,aa.com,43,Travel Time : 2 h 40 m Cabin Class : Economy Seat : 9D Flight American Airlines,1.03E+19,1,NA,730.5,20140411,17:09:31,aa.com
100783195,93931115615,1.03266E+19,NA,19,9,20140411,17:00:46,1,aa.com,43,Travel Time : 2 h 55 m Cabin Class : Economy Seat : 11C Flight American Airlines,1.03E+19,1,NA,730.5,20140411,17:09:31,aa.com
100783195,93931115615,1.03266E+19,NA,19,9,20140411,17:00:46,1,aa.com,43,Travel Time : 2 h 35 m Cabin Class : Economy Seat : 9D Flight American Airlines,1.03E+19,1,NA,730.5,20140411,17:09:31,aa.com
100783195,93931115615,1.03266E+19,NA,19,9,20140411,17:00:46,1,aa.com,43,Travel Time : 3 h 10 m Cabin Class : Economy Seat : 9D Flight American Airlines,1.03E+19,1,NA,730.5,20140411,17:09:31,aa.com
100785615,59913737472,1.22703E+19,NA,3,7,20140919,22:39:17,1,dominos.com,13,Pizza Chicken,1.23E+19,1,27.72,29.94,20140919,22:46:31,dominos.com
100785615,66182386929,1.05842E+19,NA,109,107,20140904,1:25:24,1,ebay.com,20,UltraThin Clear PickGuard fits Larrivee OM L LS LSV 00 D Parlor Guitar Removable,1.06E+19,1,4.88,9.76,20140904,2:50:10,ebay.com
100785615,68201157837,1.22703E+19,google.com,8,10,20140730,0:46:58,1,dominos.com,13,Pizza Chicken,1.23E+19,1,40.43,43.66,20140730,0:56:56,dominos.com
100785615,73225671911,1.05842E+19,aol.com,10,3,20140825,1:43:16,1,ebay.com,17,4 Set Sensaderm TENS electrode pads 2' gel 51-60000-000,1.06E+19,1,8,8,20140825,1:43:40,ebay.com
100785615,78387811514,1.22703E+19,google.com,8,13,20140711,19:27:37,1,dominos.com,13,Pizza Chicken,1.23E+19,1,49.67,53.64,20140711,19:40:43,dominos.com
100785615,84649383084,1.05842E+19,NA,14,9,20140627,4:12:06,1,ebay.com,16,Virtuoso Premium Guitar Polish &Cleaner THE BEST!  offbeatdeals,1.06E+19,1,19.99,25.98,20140627,4:13:45,ebay.com
100785615,90896798856,1.05842E+19,aol.com,20,8,20140522,17:02:53,1,ebay.com,16,"Boston Red Sox Set Of Two 4"" Full Color Die Cut Decals / Car-Truck Sticker  millpondcar...",1.06E+19,1,9.99,10.74,20140522,17:03:40,ebay.com
100785615,90896798856,1.05842E+19,aol.com,20,8,20140522,17:02:53,1,ebay.com,42,Boston Red Sox Die Cut Vinyl Sticker Dual Layer 2 layers logo Decal Redsox  nobleinnova...,1.06E+19,1,3.29,3.29,20140522,17:09:40,ebay.com
100785615,94051177647,1.05842E+19,NA,191,220,20140630,1:08:09,1,ebay.com,10,American SELECT Fender Strat Tele G&G TWEED HARDSHELL CASE Stratocaster SAVE $60  thestratosp...,1.06E+19,1,125.99,150.99,20140630,4:45:38,ebay.com
100785615,94567863431,1.22703E+19,google.com,9,14,20140521,0:52:51,1,dominos.com,13,Pizza Chicken,1.23E+19,1,22.95,24.79,20140521,1:06:58,dominos.com
100797976,92925072511,1.22703E+19,google.com,14,11,20140513,22:05:42,1,dominos.com,13,Pizza Chicken,1.23E+19,1,21.98,23.52,20140513,22:16:59,dominos.com
100896849,44742284646,1.73824E+19,yahoo.com,55,78,20141230,20:10:27,1,jcpenney.com,10,Maytex Microfiber Shower Curtain Liner in stock est.delivery: Jan th - Jan th,1.74E+19,1,13.99,227.23,20141230,21:27:39,jcpenney.com
100896849,44742284646,1.73824E+19,yahoo.com,55,78,20141230,20:10:27,1,jcpenney.com,6,MarthaWindow?Voile Rod-Pocket Sheer Panel in stock est.delivery: Jan th - Jan th,1.74E+19,16,153.6,227.23,20141230,21:27:39,jcpenney.com
100896849,44742284646,1.73824E+19,yahoo.com,55,78,20141230,20:10:27,1,jcpenney.com,10,Croscill Classics Belmont Shower Curtain Hooks in stock est.delivery: Jan th - Jan th,1.74E+19,1,12.99,227.23,20141230,21:27:39,jcpenney.com
100896849,44742284646,1.73824E+19,yahoo.com,55,78,20141230,20:10:27,1,jcpenney.com,1,Apple Blossom 3-pc. Kitchen Curtain Set -pc. Set color: Multi status:   manufacturer ship est.delivery: Jan th - Jan th,1.74E+19,2,42,227.23,20141230,21:27:39,jcpenney.com
100896849,44742284646,1.73824E+19,yahoo.com,55,78,20141230,20:10:27,1,jcpenney.com,6,MarthaWindow?Voile Rod-Pocket Sheer Panel in stock est.delivery: Jan th - Jan th,1.74E+19,2,20.4,227.23,20141230,21:27:39,jcpenney.com
100896849,44742284646,1.73824E+19,yahoo.com,55,78,20141230,20:10:27,1,jcpenney.com,10,India Ink Shimmer Shower Curtain in stock est.delivery: Jan th - Jan th,1.74E+19,1,24.99,227.23,20141230,21:27:39,jcpenney.com
100896849,45583766853,4.04667E+18,yahoo.com,7,5,20141127,18:10:13,1,amazon.com,15,Xgen 2.1x Digital Night Vision Viewer  Amazon.com LLC,4.05E+18,1,93.64,100.5,20141127,18:14:35,amazon.com
100896849,47656801586,1.73824E+19,yahoo.com,36,32,20141108,21:19:18,1,jcpenney.com,1,Stafford Flannel Sleep Pants in stock est.delivery: Nov th - Nov th,1.74E+19,1,12.99,75.15,20141108,21:51:42,jcpenney.com
100896849,47656801586,1.73824E+19,yahoo.com,36,32,20141108,21:19:18,1,jcpenney.com,1,St. John's Bay Long-Sleeve Sueded Baseball Henley in stock est.delivery: Nov th - Nov th,1.74E+19,1,17.99,75.15,20141108,21:51:42,jcpenney.com
100896849,47656801586,1.73824E+19,yahoo.com,36,32,20141108,21:19:18,1,jcpenney.com,1,St. John's Bay Long-Sleeve Solid Flannel Shirt in stock est.delivery: Nov th - Nov th,1.74E+19,1,17.99,75.15,20141108,21:51:42,jcpenney.com
100896849,48079115576,1.46892E+19,pronto.com,17,20,20141114,17:58:47,1,homedepot.com,8,4 gal. Stack Tank Electric Air Compressor Model # PCFP02040,1.47E+19,1,199,210.94,20141114,18:18:01,homedepot.com
100896849,50572891455,4.04667E+18,yahoo.com,19,11,20141121,18:36:49,1,amazon.com,22,Jeff Dunham: All Over the Map  Amazon.com LLC,4.05E+18,1,9.99,32.09,20141121,18:47:03,amazon.com
100896849,50572891455,4.04667E+18,yahoo.com,19,11,20141121,18:36:49,1,amazon.com,21,41: A Portrait of My Father  Amazon.com LLC,4.05E+18,1,16.13,32.09,20141121,18:47:03,amazon.com
100896849,52171707700,1.59717E+19,NA,19,13,20141110,12:54:52,1,bathandbodyworks.com,16,Brown Sugar & Fig Shower Gel 10 fl oz / 295 mL,1.60E+19,1,11,36.57,20141110,13:08:01,bathandbodyworks.com
100896849,52171707700,1.59717E+19,NA,19,13,20141110,12:54:52,1,bathandbodyworks.com,16,Black Raspberry Vanilla Shower Gel 10 fl oz / 295 mL,1.60E+19,1,11,36.57,20141110,13:08:01,bathandbodyworks.com
100896849,52171707700,1.59717E+19,NA,19,13,20141110,12:54:52,1,bathandbodyworks.com,16,Vanilla Bean Noel Merry Minis Gift Kit 00000000,1.60E+19,1,12.5,36.57,20141110,13:08:01,bathandbodyworks.com
100896849,52171707700,1.59717E+19,NA,19,13,20141110,12:54:52,1,bathandbodyworks.com,16,Cherry Blossom Shower Gel 10 fl oz / 295 mL,1.60E+19,1,0,36.57,20141110,13:08:01,bathandbodyworks.com
100896849,64321295541,3.17194E+18,NA,13,10,20140706,15:34:20,1,omahasteaks.com,13,4 (4 oz.) Top Sirloins,3.17E+18,1,NA,155.97,20140706,15:44:43,omahasteaks.com
100896849,64321295541,3.17194E+18,NA,13,10,20140706,15:34:20,1,omahasteaks.com,13,Family Value Pack4 (4 oz.) Top Sirloins4 (3 oz.) Oven-Roasted Chicken Breasts4 (4 oz.) Omaha Steaks Burgers4 (3 oz.) Gourmet Jumbo Franks4 (5.75 oz.) Stuffed Baked Potatoes,3.17E+18,1,59.99,155.97,20140706,15:44:43,omahasteaks.com
100896849,64321295541,3.17194E+18,NA,13,10,20140706,15:34:20,1,omahasteaks.com,13,Summer Grilling Pack4 (5 oz.) Bacon-Wrapped Filet Mignons4 Boneless Chicken Breasts (1 lb. pkg.)4 (3 oz.) Polynesian Pork Chops4 (4 oz.) Omaha Steaks Burgers4 (3 oz.) Gourmet Jumbo Franks4 (4 oz.) Caramel Apple Tartlets,3.17E+18,1,79.99,155.97,20140706,15:44:43,omahasteaks.com
100896849,64321295541,3.17194E+18,NA,13,10,20140706,15:34:20,1,omahasteaks.com,13,4 Creme Brulee,3.17E+18,1,15.99,155.97,20140706,15:44:43,omahasteaks.com
100896849,66477692150,1.32616E+19,NA,32,6,20140909,16:47:41,1,womanwithin.com,1,"Petite pants, straight legged in 7-Day knit",1.33E+19,1,14.99,74.94,20140909,16:53:41,womanwithin.com
100896849,66477692150,1.32616E+19,NA,32,6,20140909,16:47:41,1,womanwithin.com,1,Campshirt in woven cotton with Henley look neck,1.33E+19,1,22.99,74.94,20140909,16:53:41,womanwithin.com
100896849,80608302269,1.05842E+19,blekko.com,32,22,20140714,19:55:33,1,ebay.com,9,Owl Owls Life's A Hoot Crochet Top Kitchen Towel  barbskitche...,1.06E+19,5,24.95,30.45,20140714,20:16:08,ebay.com
100896849,83383620759,1.34397E+19,bing.com,8,10,20140606,14:18:49,1,mcafee.com,29,McAfee LiveSafe?(1-year subscription),1.34E+19,1,79.99,84.79,20140606,14:28:04,mcafee.com
100896849,87533622397,4.04667E+18,NA,69,79,20140511,16:57:30,1,amazon.com,27,"Kindle Fire HDX 7"", HDX Display, Wi-Fi, 16 GB - Includes Special Offers  Amazon Digital Services, Inc.",4.05E+18,1,199,46.78,20140511,18:14:57,amazon.com
100896849,93093696652,1.46892E+19,NA,53,36,20140526,17:56:11,1,homedepot.com,9,Grand Bank 5-Piece Patio Dining Set Model # D4067-5PC,1.47E+19,1,404.1,428.35,20140526,18:31:46,homedepot.com
100978839,88307864700,3.85329E+18,yahoo.com,112,78,20140510,17:30:08,1,walmart.com,51,High-Quality 8 x 10 Prints,3.85E+18,1,2.84,6.43,20140510,17:55:06,walmart.com
100978839,88307864700,3.85329E+18,yahoo.com,112,78,20140510,17:30:08,1,walmart.com,51,High-Quality 4 x 6 Prints,3.85E+18,9,1.71,6.43,20140510,17:55:06,walmart.com
100978839,88307864700,3.85329E+18,yahoo.com,112,78,20140510,17:30:08,1,walmart.com,51,High-Quality 5 x 7 Prints,3.85E+18,1,1.47,6.43,20140510,17:55:06,walmart.com
101027939,52298454330,1.49E+19,costco.com,25,26,20141116,18:33:23,1,costcophotocenter.com,51,"4x6 print, lustre",1.49E+19,3,0.39,0.42,20141116,18:58:57,costcophotocenter.com
101027939,55424521509,1.49E+19,NA,12,8,20141026,20:52:07,1,costcophotocenter.com,51,"4x6 print, lustre",1.49E+19,2,0.26,4.43,20141026,20:58:48,costcophotocenter.com
101027939,55424521509,1.49E+19,NA,12,8,20141026,20:52:07,1,costcophotocenter.com,51,"8x10 print, lustre",1.49E+19,1,1.49,4.43,20141026,20:58:48,costcophotocenter.com
101027939,55424521509,1.49E+19,NA,12,8,20141026,20:52:07,1,costcophotocenter.com,51,"wallets(4), lustre",1.49E+19,1,0.39,4.43,20141026,20:58:48,costcophotocenter.com
101027939,55424521509,1.49E+19,NA,12,8,20141026,20:52:07,1,costcophotocenter.com,51,"5x7 print, lustre",1.49E+19,5,1.95,4.43,20141026,20:58:48,costcophotocenter.com
101027939,72669402279,1.49E+19,costco.com,30,72,20140622,19:30:01,1,costcophotocenter.com,51,"5x7 prints, lustre",1.49E+19,2,0.78,0.84,20140622,20:25:55,costcophotocenter.com
101028425,48155923786,1.05842E+19,NA,39,93,20141202,18:13:36,1,ebay.com,15,Rawlings 2007 All-Star Game ASBB07 Official MLB Baseball ROMLB 07 Ball,1.06E+19,1,7.98,11.98,20141202,18:55:19,ebay.com
101028425,49452750135,4.18193E+18,NA,68,102,20141113,19:33:43,1,mlb.com,1,San Francisco Giants Women's Brink of Victory Fleece Pullover by Majestic Color: Charcoal Heather,4.18E+18,1,29.99,38.56,20141113,21:09:01,mlb.com
101028425,53169427685,1.75912E+19,NA,17,68,20140823,21:58:46,1,google.com,15,MLB Oakland Athletics Replica Mini Baseball Batting Helmet  city girls internet sales,4.05E+18,1,14.99,30.72,20140823,22:03:32,amazon.com
101028425,53191447781,4.04667E+18,NA,18,10,20140823,21:53:31,1,amazon.com,15,Oakland Athletics Official MLB Batting Helmet by Rawlings  Champions On Display,4.05E+18,1,15.73,30.72,20140823,22:03:32,amazon.com
101028425,57323361540,1.05842E+19,ebay.com,13,29,20140923,0:00:10,1,ebay.com,17,1983 (BB) Topps #133 Jim Barr,1.06E+19,1,0.99,20.69,20140923,0:28:47,ebay.com
101028425,62294398171,1.20723E+19,NA,8,5,20140813,20:11:22,1,stubhub.com,42,Philadelphia Phillies at San Francisco Giants Tickets (Giants Trading Cards) Section:Lower Box 127Seats: Row: 28 | Seats: Your 2 seats will be together Total order cost:$107.40 (includes delivery and service fee) $107.40 (approx.),1.21E+19,2,94,107.4,20140813,20:16:23,stubhub.com
101028425,94912451772,1.05842E+19,NA,153,165,20140713,20:27:08,1,ebay.com,17,Angel Pagan Pin Button 49ers San Francisco SF Giants Baseball  2549michael,1.06E+19,1,1.99,24.81,20140713,23:03:12,ebay.com
101028425,94912451772,1.05842E+19,NA,153,165,20140713,20:27:08,1,ebay.com,17,Beatles Candlestick Park POSTER 1966 Final Concert Rare  2549michael,1.06E+19,1,14.94,24.81,20140713,23:03:12,ebay.com
101028425,94922675388,1.78531E+19,NA,21,10,20140713,21:54:51,1,sportsauthority.com,1,"MAJESTIC ATHLETIC Women's New York Yankees Masahiro Tanaka Name And Number T-Shirt NAVY/HEATHER Size: MEDIUMItem#: 00000000Eligible Free Shipping on Shoes, Clothes & Backpacks!  (See Promotion Details)",1.79E+19,1,27,24.84,20140713,22:04:45,sportsauthority.com
101165527,95913710693,2.99183E+18,NA,10,26,20140417,1:13:28,1,shutterfly.com,51,"5x7 Folded Greeting Card - Blonde Designs 5X7FOLDEDCARD36"",""cartRef"":""71_C4e000000000f5c68591d3e32",2.99E+18,75,141.75,151.74,20140417,1:32:14,shutterfly.com
101399271,51765515607,4.04667E+18,NA,25,14,20141215,2:28:08,1,amazon.com,23,Blood+: Volume Two  helvicbooks55,4.05E+18,1,8.55,42.67,20141215,2:41:05,amazon.com
101399271,51765515607,4.04667E+18,NA,25,14,20141215,2:28:08,1,amazon.com,21,"Umineko WHEN THEY CRY Episode 4: Alliance of the Golden Witch, Vol. 1  Amazon.com LLC",4.05E+18,1,17.19,42.67,20141215,2:41:05,amazon.com
